time_slot,target_id,type,x_m,y_m,range_m,angle_deg
284,2,moving,0.8400000000000024,7.0,7.050219854727937,6.84277341263096
284,101,static,-1.5,2.0,2.5,-36.86989764584402
285,2,moving,0.8500000000000024,7.0,7.051418297052019,6.923448914810552
285,101,static,-1.5,2.0,2.5,-36.86989764584402
286,2,moving,0.8600000000000024,7.0,7.0526307148467655,7.004096838985976
286,101,static,-1.5,2.0,2.5,-36.86989764584402
287,2,moving,0.8700000000000024,7.0,7.053857100905859,7.084716879891965
287,101,static,-1.5,2.0,2.5,-36.86989764584402
288,2,moving,0.8800000000000024,7.0,7.055097447944997,7.165308732915939
288,101,static,-1.5,2.0,2.5,-36.86989764584402
289,2,moving,0.8900000000000025,7.0,7.056351748602107,7.245872094104448
289,101,static,-1.5,2.0,2.5,-36.86989764584402
290,2,moving,0.9000000000000025,7.0,7.057619995437555,7.326406660169566
290,101,static,-1.5,2.0,2.5,-36.86989764584402
291,2,moving,0.9100000000000025,7.0,7.05890218093437,7.406912128495249
291,101,static,-1.5,2.0,2.5,-36.86989764584402
292,2,moving,0.9200000000000025,7.0,7.06019829749845,7.4873881971436616
292,101,static,-1.5,2.0,2.5,-36.86989764584402
293,2,moving,0.9300000000000025,7.0,7.06150833745879,7.567834564861452
293,101,static,-1.5,2.0,2.5,-36.86989764584402
294,2,moving,0.9400000000000025,7.0,7.0628322930677045,7.648250931086003
294,101,static,-1.5,2.0,2.5,-36.86989764584402
295,2,moving,0.9500000000000025,7.0,7.064170156501046,7.72863699595163
295,101,static,-1.5,2.0,2.5,-36.86989764584402
296,2,moving,0.9600000000000025,7.0,7.065521919858433,7.808992460295754
296,101,static,-1.5,2.0,2.5,-36.86989764584402
297,2,moving,0.9700000000000025,7.0,7.0668875751634825,7.889317025665019
297,101,static,-1.5,2.0,2.5,-36.86989764584402
298,2,moving,0.9800000000000025,7.0,7.06826711436403,7.96961039432138
298,101,static,-1.5,2.0,2.5,-36.86989764584402
299,2,moving,0.9900000000000025,7.0,7.069660529332367,8.04987226924815
299,101,static,-1.5,2.0,2.5,-36.86989764584402
300,2,moving,1.0000000000000024,7.0,7.0710678118654755,8.130102354156
300,101,static,-1.5,2.0,2.5,-36.86989764584402
301,2,moving,1.0100000000000025,7.0,7.072488953685259,8.210300353488925
301,101,static,-1.5,2.0,2.5,-36.86989764584402
302,2,moving,1.0200000000000025,7.0,7.07392394643878,8.290465972430171
302,101,static,-1.5,2.0,2.5,-36.86989764584402
303,2,moving,1.0300000000000025,7.0,7.075372781698502,8.370598916908108
303,101,static,-1.5,2.0,2.5,-36.86989764584402
304,2,moving,1.0400000000000025,7.0,7.076835450962528,8.450698893602068
304,101,static,-1.5,2.0,2.5,-36.86989764584402
305,2,moving,1.0500000000000025,7.0,7.07831194565484,8.530765609948153
305,101,static,-1.5,2.0,2.5,-36.86989764584402
306,2,moving,1.0600000000000025,7.0,7.079802257125548,8.610798774144982
306,101,static,-1.5,2.0,2.5,-36.86989764584402
307,2,moving,1.0700000000000025,7.0,7.081306376651134,8.690798095159405
307,101,static,-1.5,2.0,2.5,-36.86989764584402
308,2,moving,1.0800000000000025,7.0,7.082824295434697,8.770763282732178
308,101,static,-1.5,2.0,2.5,-36.86989764584402
309,2,moving,1.0900000000000025,7.0,7.084356004606206,8.850694047383582
309,101,static,-1.5,2.0,2.5,-36.86989764584402
310,2,moving,1.1000000000000025,7.0,7.08590149522275,8.930590100419016
310,101,static,-1.5,2.0,2.5,-36.86989764584402
311,2,moving,1.1100000000000025,7.0,7.087460758268789,9.010451153934534
311,101,static,-1.5,2.0,2.5,-36.86989764584402
312,2,moving,1.1200000000000025,7.0,7.0890337846564115,9.090276920822342
312,101,static,-1.5,2.0,2.5,-36.86989764584402
313,2,moving,1.1300000000000026,7.0,7.090620565225586,9.170067114776257
313,101,static,-1.5,2.0,2.5,-36.86989764584402
314,2,moving,1.1400000000000026,7.0,7.092221090744422,9.24982145029711
314,101,static,-1.5,2.0,2.5,-36.86989764584402
315,2,moving,1.1500000000000026,7.0,7.093835351909432,9.329539642698116
315,101,static,-1.5,2.0,2.5,-36.86989764584402
316,2,moving,1.1600000000000026,7.0,7.095463339345783,9.409221408110197
316,101,static,-1.5,2.0,2.5,-36.86989764584402
317,2,moving,1.1700000000000026,7.0,7.09710504360757,9.488866463487255
317,101,static,-1.5,2.0,2.5,-36.86989764584402
318,2,moving,1.1800000000000026,7.0,7.098760455178073,9.568474526611409
318,101,static,-1.5,2.0,2.5,-36.86989764584402
319,2,moving,1.1900000000000026,7.0,7.100429564470026,9.648045316098177
319,101,static,-1.5,2.0,2.5,-36.86989764584402
320,2,moving,1.2000000000000026,7.0,7.102112361825882,9.727578551401624
320,101,static,-1.5,2.0,2.5,-36.86989764584402
321,2,moving,1.2100000000000026,7.0,7.103808837518082,9.807073952819458
321,101,static,-1.5,2.0,2.5,-36.86989764584402
322,2,moving,1.2200000000000026,7.0,7.105518981749328,9.886531241498076
322,101,static,-1.5,2.0,2.5,-36.86989764584402
323,2,moving,1.2300000000000026,7.0,7.1072427846528505,9.965950139437577
323,101,static,-1.5,2.0,2.5,-36.86989764584402
324,2,moving,1.2400000000000027,7.0,7.108980236292686,10.045330369496721
324,101,static,-1.5,2.0,2.5,-36.86989764584402
325,2,moving,1.2500000000000027,7.0,7.110731326663946,10.124671655397837
325,101,static,-1.5,2.0,2.5,-36.86989764584402
326,2,moving,1.2600000000000027,7.0,7.112496045693102,10.203973721731705
326,101,static,-1.5,2.0,2.5,-36.86989764584402
327,2,moving,1.2700000000000027,7.0,7.114274383238252,10.283236293962362
327,101,static,-1.5,2.0,2.5,-36.86989764584402
328,2,moving,1.2800000000000027,7.0,7.116066329089408,10.362459098431886
328,101,static,-1.5,2.0,2.5,-36.86989764584402
329,2,moving,1.2900000000000027,7.0,7.117871872968775,10.441641862365127
329,101,static,-1.5,2.0,2.5,-36.86989764584402
330,2,moving,1.3000000000000027,7.0,7.119691004531026,10.520784313874382
330,101,static,-1.5,2.0,2.5,-36.86989764584402
331,2,moving,1.3100000000000027,7.0,7.121523713363595,10.59988618196404
331,101,static,-1.5,2.0,2.5,-36.86989764584402
332,2,moving,1.3200000000000027,7.0,7.123369988986955,10.678947196535164
332,101,static,-1.5,2.0,2.5,-36.86989764584402
333,2,moving,1.3300000000000027,7.0,7.125229820854904,10.757967088390027
333,101,static,-1.5,2.0,2.5,-36.86989764584402
334,2,moving,1.3400000000000027,7.0,7.127103198354855,10.836945589236622
334,101,static,-1.5,2.0,2.5,-36.86989764584402
335,2,moving,1.3500000000000028,7.0,7.128990110808123,10.915882431693095
335,101,static,-1.5,2.0,2.5,-36.86989764584402
336,2,moving,1.3600000000000028,7.0,7.130890547470211,10.994777349292155
336,101,static,-1.5,2.0,2.5,-36.86989764584402
337,2,moving,1.3700000000000028,7.0,7.132804497531108,11.073630076485415
337,101,static,-1.5,2.0,2.5,-36.86989764584402
338,2,moving,1.3800000000000028,7.0,7.134731950115576,11.152440348647701
338,101,static,-1.5,2.0,2.5,-36.86989764584402
339,2,moving,1.3900000000000028,7.0,7.136672894283443,11.231207902081316
339,101,static,-1.5,2.0,2.5,-36.86989764584402
340,2,moving,1.4000000000000028,7.0,7.138627319029899,11.309932474020234
340,101,static,-1.5,2.0,2.5,-36.86989764584402
341,2,moving,1.4100000000000028,7.0,7.140595213285795,11.388613802634278
341,101,static,-1.5,2.0,2.5,-36.86989764584402
342,2,moving,1.4200000000000028,7.0,7.142576565917933,11.467251627033214
342,101,static,-1.5,2.0,2.5,-36.86989764584402
343,2,moving,1.4300000000000028,7.0,7.144571365729368,11.54584568727083
343,101,static,-1.5,2.0,2.5,-36.86989764584402
344,2,moving,1.4400000000000028,7.0,7.146579601459709,11.624395724348947
344,101,static,-1.5,2.0,2.5,-36.86989764584402
345,2,moving,1.4500000000000028,7.0,7.148601261785414,11.702901480221387
345,101,static,-1.5,2.0,2.5,-36.86989764584402
346,2,moving,1.4600000000000029,7.0,7.150636335320096,11.781362697797892
346,101,static,-1.5,2.0,2.5,-36.86989764584402
347,2,moving,1.4700000000000029,7.0,7.152684810614823,11.859779120948001
347,101,static,-1.5,2.0,2.5,-36.86989764584402
348,2,moving,1.4800000000000029,7.0,7.154746676158424,11.938150494504862
348,101,static,-1.5,2.0,2.5,-36.86989764584402
349,2,moving,1.4900000000000029,7.0,7.156821920377788,12.016476564269018
349,101,static,-1.5,2.0,2.5,-36.86989764584402
350,2,moving,1.5000000000000029,7.0,7.158910531638178,12.094757077012124
350,101,static,-1.5,2.0,2.5,-36.86989764584402
351,2,moving,1.510000000000003,7.0,7.161012498243528,12.17299178048063
351,101,static,-1.5,2.0,2.5,-36.86989764584402
352,2,moving,1.520000000000003,7.0,7.16312780843676,12.251180423399404
352,101,static,-1.5,2.0,2.5,-36.86989764584402
353,2,moving,1.530000000000003,7.0,7.165256450400084,12.329322755475316
353,101,static,-1.5,2.0,2.5,-36.86989764584402
354,2,moving,1.540000000000003,7.0,7.167398412255315,12.407418527400768
354,101,static,-1.5,2.0,2.5,-36.86989764584402
355,2,moving,1.550000000000003,7.0,7.169553682064178,12.485467490857175
355,101,static,-1.5,2.0,2.5,-36.86989764584402
356,2,moving,1.560000000000003,7.0,7.171722247828621,12.5634693985184
356,101,static,-1.5,2.0,2.5,-36.86989764584402
357,2,moving,1.570000000000003,7.0,7.173904097491129,12.641424004054135
357,101,static,-1.5,2.0,2.5,-36.86989764584402
358,2,moving,1.580000000000003,7.0,7.176099218935034,12.71933106213324
358,101,static,-1.5,2.0,2.5,-36.86989764584402
359,2,moving,1.590000000000003,7.0,7.178307599984833,12.797190328427027
359,101,static,-1.5,2.0,2.5,-36.86989764584402
360,2,moving,1.600000000000003,7.0,7.180529228406497,12.8750015596125
360,101,static,-1.5,2.0,2.5,-36.86989764584402
361,2,moving,1.610000000000003,7.0,7.182764091907795,12.952764513375543
361,101,static,-1.5,2.0,2.5,-36.86989764584402
362,2,moving,1.620000000000003,7.0,7.185012178138601,13.030478948414059
362,101,static,-1.5,2.0,2.5,-36.86989764584402
363,2,moving,1.630000000000003,7.0,7.187273474691221,13.108144624441064
363,101,static,-1.5,2.0,2.5,-36.86989764584402
364,2,moving,1.640000000000003,7.0,7.1895479691007,13.185761302187723
364,101,static,-1.5,2.0,2.5,-36.86989764584402
365,2,moving,1.650000000000003,7.0,7.191835648845155,13.263328743406351
365,101,static,-1.5,2.0,2.5,-36.86989764584402
366,2,moving,1.660000000000003,7.0,7.19413650134608,13.340846710873347
366,101,static,-1.5,2.0,2.5,-36.86989764584402
367,2,moving,1.670000000000003,7.0,7.196450513968675,13.418314968392101
367,101,static,-1.5,2.0,2.5,-36.86989764584402
368,2,moving,1.680000000000003,7.0,7.198777674022168,13.495733280795836
368,101,static,-1.5,2.0,2.5,-36.86989764584402
369,2,moving,1.690000000000003,7.0,7.201117968760129,13.573101413950399
369,101,static,-1.5,2.0,2.5,-36.86989764584402
370,2,moving,1.700000000000003,7.0,7.203471385380802,13.650419134757016
370,101,static,-1.5,2.0,2.5,-36.86989764584402
371,2,moving,1.710000000000003,7.0,7.2058379110274196,13.727686211154996
371,101,static,-1.5,2.0,2.5,-36.86989764584402
372,2,moving,1.720000000000003,7.0,7.208217532788534,13.804902412124372
372,101,static,-1.5,2.0,2.5,-36.86989764584402
373,2,moving,1.730000000000003,7.0,7.210610237698333,13.882067507688514
373,101,static,-1.5,2.0,2.5,-36.86989764584402
374,2,moving,1.740000000000003,7.0,7.213016012736975,13.959181268916677
374,101,static,-1.5,2.0,2.5,-36.86989764584402
375,2,moving,1.750000000000003,7.0,7.215434844830907,14.036243467926502
375,101,static,-1.5,2.0,2.5,-36.86989764584402
376,2,moving,1.7600000000000031,7.0,7.217866720853192,14.113253877886486
376,101,static,-1.5,2.0,2.5,-36.86989764584402
377,2,moving,1.7700000000000031,7.0,7.220311627623839,14.190212273018373
377,101,static,-1.5,2.0,2.5,-36.86989764584402
378,2,moving,1.7800000000000031,7.0,7.222769551910127,14.267118428599531
378,101,static,-1.5,2.0,2.5,-36.86989764584402
379,2,moving,1.7900000000000031,7.0,7.225240480426932,14.34397212096525
379,101,static,-1.5,2.0,2.5,-36.86989764584402
380,2,moving,1.8000000000000032,7.0,7.2277243998370615,14.42077312751101
380,101,static,-1.5,2.0,2.5,-36.86989764584402
381,2,moving,1.8100000000000032,7.0,7.230221296751574,14.497521226694696
381,101,static,-1.5,2.0,2.5,-36.86989764584402
382,2,moving,1.8200000000000032,7.0,7.232731157730115,14.574216198038762
382,101,static,-1.5,2.0,2.5,-36.86989764584402
383,2,moving,1.8300000000000032,7.0,7.235253969281245,14.650857822132359
383,101,static,-1.5,2.0,2.5,-36.86989764584402
384,2,moving,1.8400000000000032,7.0,7.237789717862769,14.72744588063338
384,101,static,-1.5,2.0,2.5,-36.86989764584402
385,2,moving,1.8500000000000032,7.0,7.240338389882065,14.80398015627052
385,101,static,-1.5,2.0,2.5,-36.86989764584402
386,2,moving,1.8600000000000032,7.0,7.242899971696421,14.880460432845213
386,101,static,-1.5,2.0,2.5,-36.86989764584402
387,2,moving,1.8700000000000032,7.0,7.24547444961336,14.956886495233585
387,101,static,-1.5,2.0,2.5,-36.86989764584402
388,2,moving,1.8800000000000032,7.0,7.248061809890974,15.033258129388317
388,101,static,-1.5,2.0,2.5,-36.86989764584402
389,2,moving,1.8900000000000032,7.0,7.250662038738256,15.109575122340487
389,101,static,-1.5,2.0,2.5,-36.86989764584402
390,2,moving,1.9000000000000032,7.0,7.253275122315436,15.185837262201344
390,101,static,-1.5,2.0,2.5,-36.86989764584402
391,2,moving,1.9100000000000033,7.0,7.255901046734307,15.262044338164056
391,101,static,-1.5,2.0,2.5,-36.86989764584402
392,2,moving,1.9200000000000033,7.0,7.25853979805856,15.33819614050538
392,101,static,-1.5,2.0,2.5,-36.86989764584402
393,2,moving,1.9300000000000033,7.0,7.261191362304124,15.414292460587323
393,101,static,-1.5,2.0,2.5,-36.86989764584402
394,2,moving,1.9400000000000033,7.0,7.263855725439487,15.490333090858734
394,101,static,-1.5,2.0,2.5,-36.86989764584402
395,2,moving,1.9500000000000033,7.0,7.266532873386042,15.56631782485684
395,101,static,-1.5,2.0,2.5,-36.86989764584402
396,2,moving,1.9600000000000033,7.0,7.269222792018416,15.642246457208753
396,101,static,-1.5,2.0,2.5,-36.86989764584402
397,2,moving,1.9700000000000033,7.0,7.2719254671648015,15.718118783632928
397,101,static,-1.5,2.0,2.5,-36.86989764584402
398,2,moving,1.9800000000000033,7.0,7.274640884607296,15.793934600940563
398,101,static,-1.5,2.0,2.5,-36.86989764584402
399,2,moving,1.9900000000000033,7.0,7.277369030082233,15.869693707036971
399,101,static,-1.5,2.0,2.5,-36.86989764584402
